sample_id,reference,hypothesis,reference_norm,hypothesis_norm,wer,category
fleurs-1708,xyun istefa etdikdən sonra millət vəkili ed deyvi onun nazirlər kabinetindəki yerini tutacaq millət vəkili norman lembin isə deyvidən sonra boş qalacaq biznes naziri vəzifəsinə keçməsi gözlənilir, Xuyun istifah etdikdən sonra Millət vəkili Ed Davey onun nazilər kabinetindəki yerini tutacaq. Millət vəkili normallə bin isə Daveydən sonra boş qalacaq biznes naziri vəzifəsi keçməsi gözləyir.,xyun istefa etdikdən sonra millət vəkili ed deyvi onun nazirlər kabinetindəki yerini tutacaq millət vəkili norman lembin isə deyvidən sonra boş qalacaq biznes naziri vəzifəsinə keçməsi gözlənilir, xuyun istifah etdikdən sonra millət vəkili ed davey onun nazilər kabinetindəki yerini tutacaq millət vəkili normallə bin isə daveydən sonra boş qalacaq biznes naziri vəzifəsi keçməsi gözləyir ,0.3333,
fleurs-1919,şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur, Şəhər eyni zamanda Afriqdakı dağ qariliyasını müşahidə etməyin ən ucuz yollarından biri olan Niraqongo vulkanın dağınıqna tırmanmaq üçün əsas yer hesab olunur.,şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur, şəhər eyni zamanda afriqdakı dağ qariliyasını müşahidə etməyin ən ucuz yollarından biri olan niraqongo vulkanın dağınıqna tırmanmaq üçün əsas yer hesab olunur ,0.2727,
fleurs-1873,kişiləri rədd edərkən qətiyyətli davranın və ayaqlarınızı yerə möhkəm basmaqdan qorxmayın mədəni müxtəlifliklər olsa da olmasa da bu qəbuledilməzdir!," Kişiləri rəddədərkən qətiyyətlə dabralın, rayaqlarınızın yerə möhkən basmağından qorxmayın. Mədəni müxtəliflər olsa da, olmazsa da bu qəbul edilməzdir.",kişiləri rədd edərkən qətiyyətli davranın və ayaqlarınızı yerə möhkəm basmaqdan qorxmayın mədəni müxtəlifliklər olsa da olmasa da bu qəbuledilməzdir , kişiləri rəddədərkən qətiyyətlə dabralın rayaqlarınızın yerə möhkən basmağından qorxmayın mədəni müxtəliflər olsa da olmazsa da bu qəbul edilməzdir ,0.6316,
fleurs-1800,körpünün istifadəyə verilişi 2017-ci ilin sentyabr ayına yəni braziliya gömrük nəzarəti məntəqələrinin işlərini bitirəcəyi vaxta planlaşdırılır," Körpünün istifadəyə verilişi 2017-ci ilin Səntiyavru ayına, yəni Brasiliya gömrük nəzarəti məntəqilərin işlərini bitirəcəyib vaxtda bulanışdırlar.",körpünün istifadəyə verilişi 2017 ci ilin sentyabr ayına yəni braziliya gömrük nəzarəti məntəqələrinin işlərini bitirəcəyi vaxta planlaşdırılır, körpünün istifadəyə verilişi 2017 ci ilin səntiyavru ayına yəni brasiliya gömrük nəzarəti məntəqilərin işlərini bitirəcəyib vaxtda bulanışdırlar ,0.3529,
fleurs-1929,del potro 2-ci setin başında oyunda üstünlüyü əla almışdı amma bu da hesab 6-6 olduqdan sonra bərabərliyi pozmaq üçün bir set daha tələb edirdi, Del Potro ikinci setin başında oyunda üstünlüyə əya almışdı. Amma bu da hesab 6-6 oldukdan sonra bərabərliyi bozmaq üçün bir set daha tələb edirdi.,del potro 2 ci setin başında oyunda üstünlüyü əla almışdı amma bu da hesab 6 6 olduqdan sonra bərabərliyi pozmaq üçün bir set daha tələb edirdi, del potro ikinci setin başında oyunda üstünlüyə əya almışdı amma bu da hesab 6 6 oldukdan sonra bərabərliyi bozmaq üçün bir set daha tələb edirdi ,0.2308,
fleurs-1807,i̇talyan dili əyalətdə işləyənlərin əksəriyyəti tərəfindən gündəlik istifadə olunan dildir latın dili isə adətən dini mərasimlərdə istifadə olunur, İtalyan dili əyalətdə işləyənlərin əksərəti dərəfindən gündəli istifadə olman dildir. Latın dili isə adətən dini mərasimlərdə istifadə olunur.,i talyan dili əyalətdə işləyənlərin əksəriyyəti tərəfindən gündəlik istifadə olunan dildir latın dili isə adətən dini mərasimlərdə istifadə olunur, i talyan dili əyalətdə işləyənlərin əksərəti dərəfindən gündəli istifadə olman dildir latın dili isə adətən dini mərasimlərdə istifadə olunur ,0.2105,
fleurs-1847,onu sinqapur baş nazirinin köməkçisi vonq kan senq qarşıladı daha sonra sinqapurun baş naziri li syan lunq ilə görüşərək iqtisadiyyat və terrorizm haqqındakı problemlərdən danışdı," Onu, Singapur baş nazirin küməçcə Von Kansing qarşıladı. Daha sonra Singapurun baş naziri Lisan Yunq ilə görüşərək iqtisadiyyət və terrorizm haqqındakı problemlərdən danışdı.",onu sinqapur baş nazirinin köməkçisi vonq kan senq qarşıladı daha sonra sinqapurun baş naziri li syan lunq ilə görüşərək iqtisadiyyat və terrorizm haqqındakı problemlərdən danışdı, onu singapur baş nazirin küməçcə von kansing qarşıladı daha sonra singapurun baş naziri lisan yunq ilə görüşərək iqtisadiyyət və terrorizm haqqındakı problemlərdən danışdı ,0.44,
fleurs-1924,qadınların oturaq xizək yarışı qrupundan dörd xizəkçi yarışı bitirə bilmədi və nəhəng slalomda keçirilən yarışda ümumilikdə 117 xizəkçidən 45-i yarışda dərəcə qazana bilmədi, Qadınların Otraq Hizəh Yarışı qrupundan 4 xizəhci yarışı bitirə bilmədi və Nəhəng Slalomda keçilən yarışı ümumilikdə 117 xizəhçidən 45-i yarışda dərəcə qazanabilmədi.,qadınların oturaq xizək yarışı qrupundan dörd xizəkçi yarışı bitirə bilmədi və nəhəng slalomda keçirilən yarışda ümumilikdə 117 xizəkçidən 45 i yarışda dərəcə qazana bilmədi, qadınların otraq hizəh yarışı qrupundan 4 xizəhci yarışı bitirə bilmədi və nəhəng slalomda keçilən yarışı ümumilikdə 117 xizəhçidən 45 i yarışda dərəcə qazanabilmədi ,0.375,
fleurs-1976,yaxşı oyun nümayiş etdirən orta sıranın hücumçuları sacin tendulkar və rahul dravid birlikdə 100 xalı keçdilər, Yaxşı oyun nümayəşətdirən orta sıran hücumçuları Sajin Tendulkar və Rahul Dravid birlikdə 100 halı keçdilər.,yaxşı oyun nümayiş etdirən orta sıranın hücumçuları sacin tendulkar və rahul dravid birlikdə 100 xalı keçdilər, yaxşı oyun nümayəşətdirən orta sıran hücumçuları sajin tendulkar və rahul dravid birlikdə 100 halı keçdilər ,0.3125,
fleurs-1967,layton baş nazir ilə görüş əsnasında mühafizəkarların ətraf mühitin qorunması haqqında qanununun tamamilə yenidən tərtib edilməsini istəyərək o qanunda dəyişiklik edilməsini tələb etdi, Laytın baş naziri ilə görüş əsnasında mühafizəkərilərin ətraf mühdi qorulması haqqında qanunun tamamilə yenilər tərtib edilməsini istəyərək o qanunda dəyişəkik edilməsini tələb etdi.,layton baş nazir ilə görüş əsnasında mühafizəkarların ətraf mühitin qorunması haqqında qanununun tamamilə yenidən tərtib edilməsini istəyərək o qanunda dəyişiklik edilməsini tələb etdi, laytın baş naziri ilə görüş əsnasında mühafizəkərilərin ətraf mühdi qorulması haqqında qanunun tamamilə yenilər tərtib edilməsini istəyərək o qanunda dəyişəkik edilməsini tələb etdi ,0.3478,
fleurs-1808,müharibə bitdikdən 2 il sonra əvvəlki müttəfiqlər artıq düşmən idi və soyuq müharibə başlamışdı, Müharibə bittikdən iki yıl sonra əvvəlki müttefəlilər artıq düşmən idi və soyun müharibə başlamışdı.,müharibə bitdikdən 2 il sonra əvvəlki müttəfiqlər artıq düşmən idi və soyuq müharibə başlamışdı, müharibə bittikdən iki yıl sonra əvvəlki müttefəlilər artıq düşmən idi və soyun müharibə başlamışdı ,0.3571,
fleurs-1805,403 nömrəli scotturb avtobusu vaxtaşırı kabo de rokada dayanaraq sintraya gedir, 400 növrəli Scott-Turb autobusu vaxtaşırı Qabrl və Rukada dayanaraq Sintraya gedir.,403 nömrəli scotturb avtobusu vaxtaşırı kabo de rokada dayanaraq sintraya gedir, 400 növrəli scott turb autobusu vaxtaşırı qabrl və rukada dayanaraq sintraya gedir ,0.7273,
fleurs-1955,dağınıq skleroz kəllə-beyin onurğa beyni və optik sinirdən ibarət mərkəzi sinir sisteminə təsir edən bir xəstəlikdir," Dağılıq skleros kəllə beyin, onurğa beyin və optik sinirdən ibarət mərkəzə sinir sisteminə təhsib edən bir xəstəlikdir.",dağınıq skleroz kəllə beyin onurğa beyni və optik sinirdən ibarət mərkəzi sinir sisteminə təsir edən bir xəstəlikdir, dağılıq skleros kəllə beyin onurğa beyin və optik sinirdən ibarət mərkəzə sinir sisteminə təhsib edən bir xəstəlikdir ,0.2941,
fleurs-1778,televizorda xəbərlər proqramında zavoddan çıxan ağ rəngli tüstü göstərilirdi, Televizirdə xəbərlər programında zavoddan çıxan ağ rəngdə tüstü göstərlirdi.,televizorda xəbərlər proqramında zavoddan çıxan ağ rəngli tüstü göstərilirdi, televizirdə xəbərlər programında zavoddan çıxan ağ rəngdə tüstü göstərlirdi ,0.4444,
fleurs-1669,polis müdiri çandra şexar solanki məhkumun məhkəməyə üzü bağlı olaraq çıxdığını dedi," Polis müdürə Çandıraşa xəxar solun ki, məhkəmin məhkəməyə üzü bağlı olaraq çıxdığını dedi.",polis müdiri çandra şexar solanki məhkumun məhkəməyə üzü bağlı olaraq çıxdığını dedi, polis müdürə çandıraşa xəxar solun ki məhkəmin məhkəməyə üzü bağlı olaraq çıxdığını dedi ,0.5,
fleurs-1946,qaydalar ləğvetmə siyasətinə görə dəyişir amma koronavirus səbəbindən mart ayının sonlarından bəri tətbiq edilən ləğvetmə siyasəti 2020-ci ildə olimpiya oyunlarının keçirilmə vaxtının planlaşdırıldığı iyul ayına qədər uzadılmayacaq," Qaydalar ləğvetmə siyasətini görə dəyişir, amma koronavirus səbəbindən mart ayının sonlarından bəri tətbiq edilən ləğvetmə siyasəti kimi 20-ci ildə Olympia oyunlarının keçilmə vaxtının blunlaşdırıldığı yulayına qədər uzadılmayacaq.",qaydalar ləğvetmə siyasətinə görə dəyişir amma koronavirus səbəbindən mart ayının sonlarından bəri tətbiq edilən ləğvetmə siyasəti 2020 ci ildə olimpiya oyunlarının keçirilmə vaxtının planlaşdırıldığı iyul ayına qədər uzadılmayacaq, qaydalar ləğvetmə siyasətini görə dəyişir amma koronavirus səbəbindən mart ayının sonlarından bəri tətbiq edilən ləğvetmə siyasəti kimi 20 ci ildə olympia oyunlarının keçilmə vaxtının blunlaşdırıldığı yulayına qədər uzadılmayacaq ,0.2857,
fleurs-1702,amerikalılar və azad fransa gücləri sadəcə iki həftədə fransanın cənubunu azad edərək almaniyaya yönəldilər," Amerikalılar və Azad Fransa gücləri, sadəcə iki eftədə Fransanın canıbını azad edərək Almanya'ya yönərdilər.",amerikalılar və azad fransa gücləri sadəcə iki həftədə fransanın cənubunu azad edərək almaniyaya yönəldilər, amerikalılar və azad fransa gücləri sadəcə iki eftədə fransanın canıbını azad edərək almanya ya yönərdilər ,0.3571,
fleurs-1760,mosasaurus öz vaxtının ən zirvədə olan vəhşisi olduğuna görə sadəcə öz qohumları olan mosasaurslar xaricində digər canlılardan qorxmurdu," Mosasaurus öz vaxtın ən zirvədə olan vəhysi olduğuna görə, sadəcə öz qohumları olan mosasauruslar xaricində digər canlardan qorxmurdu.",mosasaurus öz vaxtının ən zirvədə olan vəhşisi olduğuna görə sadəcə öz qohumları olan mosasaurslar xaricində digər canlılardan qorxmurdu, mosasaurus öz vaxtın ən zirvədə olan vəhysi olduğuna görə sadəcə öz qohumları olan mosasauruslar xaricində digər canlardan qorxmurdu ,0.2222,
fleurs-1802,i̇nternet həm kütləvi həm də fərdlərarası kommunikasiya elementlərini özündə birləşdirir, İnternet həm kütləvi həm də fərtlər arası kommunikasi elementlərini özündə birləşdirir.,i nternet həm kütləvi həm də fərdlərarası kommunikasiya elementlərini özündə birləşdirir, i nternet həm kütləvi həm də fərtlər arası kommunikasi elementlərini özündə birləşdirir ,0.2727,
fleurs-1893,sundarban dünyanın ən böyük sahilyanı manqrov bölgəsidir və sahildən banqladeş və hindistanın içərilərinə doğru 80 km 50 mil uzanır, Sundarban dünyanın ən böyük şahiliyanı mangrov börgəsidir və sahildən Bangladaş və Hindistan içərinə doğru 80 km uzanır.,sundarban dünyanın ən böyük sahilyanı manqrov bölgəsidir və sahildən banqladeş və hindistanın içərilərinə doğru 80 km 50 mil uzanır, sundarban dünyanın ən böyük şahiliyanı mangrov börgəsidir və sahildən bangladaş və hindistan içərinə doğru 80 km uzanır ,0.4211,
fleurs-1815,nüvə bombasının işləmə prinsipi çoxsaylı proton və neytronları olan nüvəni birləşdirmək üçün lazım olan enerjiyə əsaslanır, Nüvə bombasının işləmə prinsipi çox sayılı proton və neitronların onları nüvə birləşdirmək üçün lazım olan enerjiyə əsaslanır.,nüvə bombasının işləmə prinsipi çoxsaylı proton və neytronları olan nüvəni birləşdirmək üçün lazım olan enerjiyə əsaslanır, nüvə bombasının işləmə prinsipi çox sayılı proton və neitronların onları nüvə birləşdirmək üçün lazım olan enerjiyə əsaslanır ,0.3125,
fleurs-1849,müstəqillik bəyannaməsinin arxasında xəzinə xəritəsinin yazıldığını fikirləşirsinizsə milli xəzinə filmini izləmisiniz, Müstəqillik bəyanlamasının arxasında xəznə xəritəsinin yazıldığını fikirləşirsinizsə milli xəznə filmini izləmisiniz.,müstəqillik bəyannaməsinin arxasında xəzinə xəritəsinin yazıldığını fikirləşirsinizsə milli xəzinə filmini izləmisiniz, müstəqillik bəyanlamasının arxasında xəznə xəritəsinin yazıldığını fikirləşirsinizsə milli xəznə filmini izləmisiniz ,0.2727,
fleurs-1899,məhəmməd dünyəvi məsələlərə aid olmayan mövzulara da dərin maraq göstərirdi o düşünmək üçün nur dağındakı hira adlanan mağaraya çox sıx gələrdi," Məhəmmət dünyəvi məsələləri aid olmayan mövzlara da dərimaraq göstəirdi. O, düşünmək üçün nur dağındakı hira adlanan mağaraya çox sıx gələrdir.",məhəmməd dünyəvi məsələlərə aid olmayan mövzulara da dərin maraq göstərirdi o düşünmək üçün nur dağındakı hira adlanan mağaraya çox sıx gələrdi, məhəmmət dünyəvi məsələləri aid olmayan mövzlara da dərimaraq göstəirdi o düşünmək üçün nur dağındakı hira adlanan mağaraya çox sıx gələrdir ,0.3333,
fleurs-1962,təhlil olunan kimyəvi maddələrin tərkibindəki ph səviyyəsi onların ehtiva etdiyi hidrogen ph-da h ionlarının miqdarı ilə müəyyənləşdirilir, Təhlil olunan kimyəvi maddələrin təhkibindəki pH səbiyyəsi onların eti vaxtı hidrageniyyə onların nəmigədarı ilə möyələşdirilir.,təhlil olunan kimyəvi maddələrin tərkibindəki ph səviyyəsi onların ehtiva etdiyi hidrogen ph da h ionlarının miqdarı ilə müəyyənləşdirilir, təhlil olunan kimyəvi maddələrin təhkibindəki ph səbiyyəsi onların eti vaxtı hidrageniyyə onların nəmigədarı ilə möyələşdirilir ,0.6111,
fleurs-1876,şimali mariana fövqəladə hallaq i̇darəsinin verdiyi məlumata görə ölkədə zərər haqında xəbər verilməyib, Şimali Mariyana Fövqalada xallak idarəsinin verdiyi məlumatə görə ölkədə zərər haqqında xəbər verilməyib.,şimali mariana fövqəladə hallaq i darəsinin verdiyi məlumata görə ölkədə zərər haqında xəbər verilməyib, şimali mariyana fövqalada xallak idarəsinin verdiyi məlumatə görə ölkədə zərər haqqında xəbər verilməyib ,0.5,
fleurs-2001,səyahətçilərə tövsiyə olunur ki kəskin hava şəraitinin onların səyahətlərini planladıqları şəhərlər üçün hansı risklər yarada biləcəyindən məlumatlı olsunlar," Səyahətçilərə təfsiyə olunur ki, kəskin hava şəratinin olanı səyahətlərini planladıkları şəhəllər üçün hansı risklər yarada biləcəyindən mədumatlı olsunlar.",səyahətçilərə tövsiyə olunur ki kəskin hava şəraitinin onların səyahətlərini planladıqları şəhərlər üçün hansı risklər yarada biləcəyindən məlumatlı olsunlar, səyahətçilərə təfsiyə olunur ki kəskin hava şəratinin olanı səyahətlərini planladıkları şəhəllər üçün hansı risklər yarada biləcəyindən mədumatlı olsunlar ,0.3333,
fleurs-1964,bildiyimiz kimi dunlapın bu günə qədər saxlanılmış 25 posteri sənədin əlimizə çatmış ən köhnə nüsxələridir orijinal əl yazısı olan nüsxə isə mövcud deyil," Bildiyimiz kimi, Dunlopun bu günə qədər saxlanılmış 25 posteri sənədin əlimizə satılmış ən köyünə nüsxəsidir. Orijinal əliyasının olan nüsxə isə mövcud deyil.",bildiyimiz kimi dunlapın bu günə qədər saxlanılmış 25 posteri sənədin əlimizə çatmış ən köhnə nüsxələridir orijinal əl yazısı olan nüsxə isə mövcud deyil, bildiyimiz kimi dunlopun bu günə qədər saxlanılmış 25 posteri sənədin əlimizə satılmış ən köyünə nüsxəsidir orijinal əliyasının olan nüsxə isə mövcud deyil ,0.2609,
fleurs-1866,i̇lk olaraq at sürənlərin əksəriyyəti dabanlı və altı hamar kifayət qədər ensiz uzunboğaz çəkmə geyinirlər," İlk olaraq at sürənlərinə kisəriyyəti davanlı və altı hamarı ki, və iqdəri, eynsiz uzun boğaz çəkimi qeydirilər.",i lk olaraq at sürənlərin əksəriyyəti dabanlı və altı hamar kifayət qədər ensiz uzunboğaz çəkmə geyinirlər, i lk olaraq at sürənlərinə kisəriyyəti davanlı və altı hamarı ki və iqdəri eynsiz uzun boğaz çəkimi qeydirilər ,0.75,
fleurs-1751,mübahisə katrina qasırğasından sonra dəstək və yenidənqurma işlərinə sərf olunan xərclərlə əlaqəli hətta bəzi maliyyəçi mühafizəkarların yumoristik bir şəkildə buşun nyu-orlean sazişi adlandırdıqları müzakirələrlə daha da qızışdı, Mübayyəsə Katrina qasırqasından sonra dəstək və yenidin quruma işlərininə səhv olunan xaliclərə əlaqəli hətta bəzi maliyyəti mühafizəkarların humoristik bir şəkildə buşun New Orleans sazisi adlandırdığıqları müzakirələrlə daha da qızışdı.,mübahisə katrina qasırğasından sonra dəstək və yenidənqurma işlərinə sərf olunan xərclərlə əlaqəli hətta bəzi maliyyəçi mühafizəkarların yumoristik bir şəkildə buşun nyu orlean sazişi adlandırdıqları müzakirələrlə daha da qızışdı, mübayyəsə katrina qasırqasından sonra dəstək və yenidin quruma işlərininə səhv olunan xaliclərə əlaqəli hətta bəzi maliyyəti mühafizəkarların humoristik bir şəkildə buşun new orleans sazisi adlandırdığıqları müzakirələrlə daha da qızışdı ,0.4643,
fleurs-1788,abş gimnastika qrumu birləşmiş ştatların olimpiya komitəsinin məktubunu dəstəkləyir və bütün idmançılarımız üçün təhlükəsiz bir atmosfer yaratmaq məqsədilə olimpiya ailəsinin ehtiyaclarını tamamilə qarşılayacağını təsdiqləyir, ABŞ Gimnastika Qurumu Birləşmə Şadlərinin Olimpə Komitasi nə Məktubunu dəstəkləyir və bütün idman üçün təhlükəsiz vizor atmosferi yaratmaq məqsədiyyilə Olimpə ailəsinin əyitiyazlarını tamamilə qaruslayacağını təsdiqləyir.,abş gimnastika qrumu birləşmiş ştatların olimpiya komitəsinin məktubunu dəstəkləyir və bütün idmançılarımız üçün təhlükəsiz bir atmosfer yaratmaq məqsədilə olimpiya ailəsinin ehtiyaclarını tamamilə qarşılayacağını təsdiqləyir, abş gimnastika qurumu birləşmə şadlərinin olimpə komitasi nə məktubunu dəstəkləyir və bütün idman üçün təhlükəsiz vizor atmosferi yaratmaq məqsədiyyilə olimpə ailəsinin əyitiyazlarını tamamilə qaruslayacağını təsdiqləyir ,0.5417,
fleurs-1668,bundan əlavə cənubi afrikadakı seçilmiş parklara yaxud da cənubi afrikanın bütün milli parklarına giriş təmin edən wild card almaq da faydalı ola bilər," Bundan əlavə, Canıbı Afrikada ki seçilmiş parklara yaxud da Canıbı Afrikanın bütün milli parklarına giriş təmin edən wild kart almaqda faydalı olə bilər.",bundan əlavə cənubi afrikadakı seçilmiş parklara yaxud da cənubi afrikanın bütün milli parklarına giriş təmin edən wild card almaq da faydalı ola bilər, bundan əlavə canıbı afrikada ki seçilmiş parklara yaxud da canıbı afrikanın bütün milli parklarına giriş təmin edən wild kart almaqda faydalı olə bilər ,0.3478,
fleurs-1851,tərs dəniz cərəyanları adətən dənizin qayalıq bölgəsində və ya buna bənzər yerlərdə sahildən qopan dalğaların geri dönən axınıdır, Tərst dəniz cərəyanları adətən dənizin qayalıq bölgəsində və ya bunun bənzər yerlərdə sahildən qopan dağaların geri dönən axınıdır.,tərs dəniz cərəyanları adətən dənizin qayalıq bölgəsində və ya buna bənzər yerlərdə sahildən qopan dalğaların geri dönən axınıdır, tərst dəniz cərəyanları adətən dənizin qayalıq bölgəsində və ya bunun bənzər yerlərdə sahildən qopan dağaların geri dönən axınıdır ,0.1667,
fleurs-1696,universitet tədqiqatçılarının dediklərinə görə hər iki komponent bir-biri ilə reaksiyaya girərək böyrəklərin funksiyasını itirməsinə səbəb ola bilən kristallar yaradır, Universitet tətqiqatçılarının dediklərinə görə hər iki kampaniyyət bir-biri ilə reaksiyaya girərək böyərəklərin funksiyasını itirməsinə səvəb ola bilən kristallar yaradır.,universitet tədqiqatçılarının dediklərinə görə hər iki komponent bir biri ilə reaksiyaya girərək böyrəklərin funksiyasını itirməsinə səbəb ola bilən kristallar yaradır, universitet tətqiqatçılarının dediklərinə görə hər iki kampaniyyət bir biri ilə reaksiyaya girərək böyərəklərin funksiyasını itirməsinə səvəb ola bilən kristallar yaradır ,0.2,
fleurs-1752,nəticədə iki balıq növünün nəsli tükəndi və qozbel enlibaş balıq da daxil olmaqla digər iki balıq növü də təhlükə altındadır, Nəticədə iki balıq növün nəsli tükəndi və qoz bel elini baş balığı da daxil olmaqla digər iki balıq növü də təhlük altındadır.,nəticədə iki balıq növünün nəsli tükəndi və qozbel enlibaş balıq da daxil olmaqla digər iki balıq növü də təhlükə altındadır, nəticədə iki balıq növün nəsli tükəndi və qoz bel elini baş balığı da daxil olmaqla digər iki balıq növü də təhlük altındadır ,0.35,
fleurs-1841,yuxarı baxan zaman aydın və gözəl səmadan və onu əhatə edən dağlardan başqa heç nə görmək olmur dünyanı bu mağaranın içindən hiss edə bilmək çox çətindir, Yuxarı baxan zamanı aydın və gözəl səmadan və onu əhatə edən dağlardan başqa heç nə görmək olmur. Dünyanı bu mağaran içində hiss edə bilmək çox çətindir.,yuxarı baxan zaman aydın və gözəl səmadan və onu əhatə edən dağlardan başqa heç nə görmək olmur dünyanı bu mağaranın içindən hiss edə bilmək çox çətindir, yuxarı baxan zamanı aydın və gözəl səmadan və onu əhatə edən dağlardan başqa heç nə görmək olmur dünyanı bu mağaran içində hiss edə bilmək çox çətindir ,0.1154,
fleurs-1870,səhnələr ehramlarda göstərilir digər ehramlar isə işıqlandırılır," Səhnələr ehramlarda göstərilir, digər ehramlar isə işirlandırılır.",səhnələr ehramlarda göstərilir digər ehramlar isə işıqlandırılır, səhnələr ehramlarda göstərilir digər ehramlar isə işirlandırılır ,0.1429,
fleurs-1842,dinozavrın tüklərində yaxşı inkişaf etmiş mərkəzdən keçən oxun olmaması lakin tikan və tükcüklər kimi digər xüsusiyyətlərin olması səbəbindən tədqiqatçılar mərkəzi oxun bu kimi digər xüsusiyyətlərin sonrakı təkamül inkişafının nəticəsi olduğu qənaətinə gəldilər," Dinazavrin türklərində yaxşı inkişəb etmiş mərkəzdən keçən okun olmaması, lakin tikəl və türklər kimi digər xüsusiyyətlərin olması səbəbinə tədqiqatçılar mərkəzisi okun bu kimi digər xüsusiyyətlərin sonraki təkamül inkişahın nəsəsi olduğunun qənaətinə gəlidilər.",dinozavrın tüklərində yaxşı inkişaf etmiş mərkəzdən keçən oxun olmaması lakin tikan və tükcüklər kimi digər xüsusiyyətlərin olması səbəbindən tədqiqatçılar mərkəzi oxun bu kimi digər xüsusiyyətlərin sonrakı təkamül inkişafının nəticəsi olduğu qənaətinə gəldilər, dinazavrin türklərində yaxşı inkişəb etmiş mərkəzdən keçən okun olmaması lakin tikəl və türklər kimi digər xüsusiyyətlərin olması səbəbinə tədqiqatçılar mərkəzisi okun bu kimi digər xüsusiyyətlərin sonraki təkamül inkişahın nəsəsi olduğunun qənaətinə gəlidilər ,0.4375,
fleurs-1692,yaponiyanın nüvə agentliyi zavodda radioaktiv sezium və yod aşkarlandığı barədə məlumat yaydı," Japonya nın nüva agenti, zavodda radyoaktif seziyon və yod haşqa alandığı barədə məlumat yaydı.",yaponiyanın nüvə agentliyi zavodda radioaktiv sezium və yod aşkarlandığı barədə məlumat yaydı, japonya nın nüva agenti zavodda radyoaktif seziyon və yod haşqa alandığı barədə məlumat yaydı ,0.6667,
fleurs-1931,bu xidmət səyahət gəmiləri və uzaqdan internet bağlantısına və ya səsə ehtiyacları olan kəşfiyyat səyahətləri daxil olmaqla dəniz nəqliyyatı tərəfindən çox tez-tez istifadə olunur," Bu xilmət, səhət gəmləri və uzaqdan internet bağlanısına və ya səsə hətiyyazları olan kəşfiyyə səhətləri daxil olmaqla Dəniz Nəviyyatı tərəfindən çox təstəz istifadə olunur.",bu xidmət səyahət gəmiləri və uzaqdan internet bağlantısına və ya səsə ehtiyacları olan kəşfiyyat səyahətləri daxil olmaqla dəniz nəqliyyatı tərəfindən çox tez tez istifadə olunur, bu xilmət səhət gəmləri və uzaqdan internet bağlanısına və ya səsə hətiyyazları olan kəşfiyyə səhətləri daxil olmaqla dəniz nəviyyatı tərəfindən çox təstəz istifadə olunur ,0.4,
fleurs-1750,bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır, Bu tapındı həm də kuş ləliklərin təkamüləqdə təsəvvür yaratır.,bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır, bu tapındı həm də kuş ləliklərin təkamüləqdə təsəvvür yaratır ,0.6,
fleurs-1744,ulduzun maqnit sahəsinin inversiyası baxımından aktivliyi rossby nömrəsindən asılıdır rossby nömrəsi nə qədər kiçik olarsa aktivlik bir o qədər az olacaq, Ulduzun maqnet sahəsinin inversiyası baxımından aktivliyi roz bir növrəsində nasılıdır. Roz bir növrəsi nə qədər kiçik olarsa aktivlik bir o qədər az olacaq.,ulduzun maqnit sahəsinin inversiyası baxımından aktivliyi rossby nömrəsindən asılıdır rossby nömrəsi nə qədər kiçik olarsa aktivlik bir o qədər az olacaq, ulduzun maqnet sahəsinin inversiyası baxımından aktivliyi roz bir növrəsində nasılıdır roz bir növrəsi nə qədər kiçik olarsa aktivlik bir o qədər az olacaq ,0.381,
fleurs-1940,hər şeyi nəzərə aldığımız zaman babalarımız zülal problemini bu gün savannadakı şimpanzelər kimi həll edirmişsə buna təəccüblənməməliyik, Hər şey nəzər aldığımız zaman babalarımız zülal problemini bugün savanladakı şimpanzələr kimi həll edirmişsə buna təəzzüblənməməliyik.,hər şeyi nəzərə aldığımız zaman babalarımız zülal problemini bu gün savannadakı şimpanzelər kimi həll edirmişsə buna təəccüblənməməliyik, hər şey nəzər aldığımız zaman babalarımız zülal problemini bugün savanladakı şimpanzələr kimi həll edirmişsə buna təəzzüblənməməliyik ,0.4118,
